order_id,branch_id,supplier_id,medication_id,order_date,quantity,unit_cost,total_cost,delivery_date
422,9,10,176,2023-11-23,433,104.88,45413.04,2023-12-06
423,5,2,56,2023-01-17,216,103.4,22334.4,2023-01-27
424,6,4,129,2024-12-03,426,68.83,29321.58,2024-12-08
425,9,3,107,2024-11-13,214,80.59,17246.26,2024-11-25
426,3,4,89,2024-04-05,386,81.46,31443.56,2024-04-11
427,4,3,41,2023-12-17,98,288.43,28266.14,2023-12-29
428,10,2,122,2023-12-21,496,7.99,3963.04,2023-12-29
429,9,10,24,2024-04-08,282,227.8,64239.6,2024-04-21
430,6,6,198,2023-07-16,216,258.74,55887.84,2023-07-20
431,6,10,64,2024-12-11,477,237.28,113182.56,2024-12-17
432,2,10,146,2024-05-10,174,26.07,4536.18,2024-05-20
433,9,6,90,2024-09-16,370,75.58,27964.6,2024-09-27
434,1,10,110,2024-03-04,308,63.51,19561.08,2024-03-16
435,2,7,62,2024-02-16,218,50.59,11028.62,2024-02-21
436,4,10,100,2023-12-23,56,194.61,10898.16,2023-12-26
437,6,6,76,2023-12-11,324,250.95,81307.8,2023-12-20
438,7,5,31,2023-03-05,178,126.28,22477.84,2023-03-11
439,2,5,103,2024-03-15,278,29.16,8106.48,2024-03-22
440,10,7,121,2023-01-20,111,240.36,26679.96,2023-01-23
441,9,2,196,2024-03-19,323,80.81,26101.63,2024-04-01
442,2,4,47,2024-06-03,240,140.19,33645.6,2024-06-12
443,4,8,63,2023-02-14,202,57.91,11697.82,2023-02-23
444,2,5,151,2023-05-16,216,247.32,53421.12,2023-05-24
445,7,8,20,2024-05-17,175,149.14,26099.5,2024-05-27
446,9,10,50,2023-05-07,428,295.24,126362.72,2023-05-10
447,7,2,12,2023-09-04,239,111.79,26717.81,2023-09-10
448,4,6,71,2023-08-12,239,133.64,31939.96,2023-08-25
449,8,1,64,2024-09-27,497,237.28,117928.16,2024-10-04
450,2,3,37,2024-02-06,350,5.64,1974.0,2024-02-13
451,6,2,191,2024-11-06,375,233.84,87690.0,2024-11-18
452,3,1,1,2024-01-09,289,110.9,32050.1,2024-01-16
453,3,8,181,2024-02-22,308,91.54,28194.32,2024-03-04
454,7,5,104,2024-09-14,425,71.15,30238.75,2024-09-28
455,6,10,198,2024-11-16,406,258.74,105048.44,2024-11-22
456,1,4,120,2024-01-14,425,150.82,64098.5,2024-01-19
457,10,8,8,2024-01-24,318,253.64,80657.52,2024-02-04
458,9,5,63,2024-01-16,500,57.91,28955.0,2024-01-30
459,5,6,4,2023-10-14,379,18.52,7019.08,2023-10-17
460,6,9,44,2023-01-29,134,198.93,26656.62,2023-02-11
461,3,8,75,2023-04-27,309,204.81,63286.29,2023-05-02
462,9,8,139,2024-08-13,261,178.61,46617.21,2024-08-18
463,4,3,194,2024-02-25,166,31.59,5243.94,2024-03-02
464,2,9,163,2024-12-19,220,284.38,62563.6,2024-12-25
465,10,3,173,2024-05-06,235,42.24,9926.4,2024-05-14
466,10,2,23,2024-03-31,442,145.21,64182.82,2024-04-06
467,2,3,192,2023-04-26,395,188.16,74323.2,2023-05-09
468,4,5,34,2024-05-20,424,262.97,111499.28,2024-05-28
469,2,3,87,2024-10-23,83,267.97,22241.51,2024-11-05
470,4,6,102,2023-01-15,493,229.56,113173.08,2023-01-21
471,3,1,60,2024-04-13,363,95.94,34826.22,2024-04-26
472,6,10,142,2023-11-29,290,5.79,1679.1,2023-12-08
473,2,7,103,2023-11-25,357,29.16,10410.12,2023-12-01
474,8,3,67,2023-03-09,72,108.59,7818.48,2023-03-21
475,4,5,187,2024-09-08,500,208.64,104320.0,2024-09-21
476,9,2,138,2024-11-07,253,159.16,40267.48,2024-11-19
477,5,6,115,2023-07-19,434,268.01,116316.34,2023-07-29
478,5,3,170,2024-03-06,107,280.19,29980.33,2024-03-12
479,4,6,67,2024-04-26,360,108.59,39092.4,2024-05-06
480,4,5,121,2024-03-23,178,240.36,42784.08,2024-03-30
481,5,3,98,2024-12-28,51,202.32,10318.32,2025-01-01
482,6,1,167,2023-01-14,370,105.26,38946.2,2023-01-17
483,5,8,16,2023-03-10,55,105.35,5794.25,2023-03-22
484,4,3,113,2024-12-17,319,114.32,36468.08,2024-12-30
485,5,10,146,2023-07-01,109,26.07,2841.63,2023-07-15
486,6,7,86,2023-11-13,120,241.42,28970.4,2023-11-26
487,3,1,200,2023-02-21,418,113.73,47539.14,2023-03-01
488,2,9,181,2023-08-01,243,91.54,22244.22,2023-08-12
489,2,4,49,2023-08-03,282,114.01,32150.82,2023-08-15
490,4,2,148,2023-12-09,140,164.29,23000.6,2023-12-18
491,3,8,142,2023-08-27,265,5.79,1534.35,2023-09-07
492,3,5,10,2024-05-10,197,152.27,29997.19,2024-05-24
493,6,7,6,2023-08-21,340,109.8,37332.0,2023-09-02
494,7,3,129,2024-05-30,345,68.83,23746.35,2024-06-05
495,7,8,39,2024-01-02,390,92.53,36086.7,2024-01-06
496,4,5,2,2023-10-30,455,163.19,74251.45,2023-11-08
497,8,5,79,2024-06-13,486,200.84,97608.24,2024-06-20
498,1,3,19,2023-11-02,268,229.94,61623.92,2023-11-06
499,1,1,102,2023-08-24,56,229.56,12855.36,2023-08-30
500,7,4,65,2023-03-09,205,245.89,50407.45,2023-03-13
501,8,6,66,2023-08-08,205,199.71,40940.55,2023-08-13
502,1,1,136,2024-11-10,496,49.01,24308.96,2024-11-20
503,1,2,196,2023-12-19,167,80.81,13495.27,2023-12-28
504,5,10,65,2023-11-08,379,245.89,93192.31,2023-11-15
505,8,4,99,2024-06-20,492,294.31,144800.52,2024-06-25
506,7,3,30,2024-10-26,378,243.21,91933.38,2024-10-30
507,8,6,195,2023-10-27,489,43.99,21511.11,2023-10-31
508,5,2,191,2024-04-09,183,233.84,42792.72,2024-04-22
509,8,8,38,2024-10-25,373,287.41,107203.93,2024-10-30
510,8,8,37,2023-07-04,130,5.64,733.2,2023-07-16
511,2,8,79,2023-07-04,436,200.84,87566.24,2023-07-16
512,4,8,143,2023-04-19,169,14.63,2472.47,2023-05-01
513,9,2,37,2023-04-18,52,5.64,293.28,2023-04-25
514,6,8,42,2023-02-13,280,25.05,7014.0,2023-02-22
515,1,7,172,2023-05-10,348,274.46,95512.08,2023-05-23
516,7,7,181,2024-03-02,237,91.54,21694.98,2024-03-09
517,5,9,128,2023-05-14,278,217.78,60542.84,2023-05-27
518,1,10,71,2024-04-06,329,133.64,43967.56,2024-04-15
519,4,9,5,2024-09-25,185,260.61,48212.85,2024-09-30
520,10,1,143,2024-11-26,232,14.63,3394.16,2024-11-30
521,2,4,180,2023-01-16,406,209.73,85150.38,2023-01-19
522,7,6,156,2024-02-18,275,30.98,8519.5,2024-02-21
523,6,8,51,2024-05-05,119,246.05,29279.95,2024-05-15
524,3,8,90,2023-09-11,61,75.58,4610.38,2023-09-22
525,4,8,105,2024-03-19,197,63.81,12570.57,2024-03-30
526,2,8,42,2023-07-24,84,25.05,2104.2,2023-08-05
527,3,10,94,2024-06-19,371,250.7,93009.7,2024-06-28
528,10,3,5,2023-10-13,116,260.61,30230.76,2023-10-23
529,6,1,133,2023-11-20,109,262.45,28607.05,2023-11-29
530,1,4,20,2024-06-01,222,149.14,33109.08,2024-06-09
531,3,5,96,2024-08-19,446,93.09,41518.14,2024-08-29
532,3,6,37,2024-07-19,78,5.64,439.92,2024-07-30
533,1,2,169,2023-06-10,139,136.73,19005.47,2023-06-19
534,5,10,164,2023-01-16,322,91.1,29334.2,2023-01-21
535,3,5,179,2023-09-28,235,31.66,7440.1,2023-10-09
536,6,8,148,2024-04-08,244,164.29,40086.76,2024-04-13
537,2,7,132,2024-07-29,302,168.24,50808.48,2024-08-06
538,4,8,149,2024-11-28,173,221.69,38352.37,2024-12-02
539,3,2,131,2023-12-20,178,9.17,1632.26,2024-01-01
540,7,5,14,2023-01-18,176,118.51,20857.76,2023-01-30
541,10,2,19,2024-04-25,266,229.94,61164.04,2024-05-06
542,6,3,138,2023-01-02,205,159.16,32627.8,2023-01-09
543,9,9,157,2023-04-02,79,248.35,19619.65,2023-04-10
544,2,1,11,2023-02-18,227,77.76,17651.52,2023-02-27
545,1,8,100,2024-03-06,69,194.61,13428.09,2024-03-09
546,6,8,5,2023-06-21,466,260.61,121444.26,2023-06-28
547,6,8,96,2024-06-25,432,93.09,40214.88,2024-07-09
548,6,6,166,2023-07-31,85,154.93,13169.05,2023-08-06
549,5,8,102,2024-12-07,435,229.56,99858.6,2024-12-12
550,8,2,52,2023-01-08,82,39.05,3202.1,2023-01-22
551,9,5,90,2024-03-07,490,75.58,37034.2,2024-03-20
552,2,7,22,2024-09-20,406,245.73,99766.38,2024-09-27
553,5,5,20,2024-04-03,173,149.14,25801.22,2024-04-13
554,5,3,172,2023-09-23,196,274.46,53794.16,2023-09-26
555,8,9,83,2023-07-23,419,76.98,32254.62,2023-07-30
556,3,8,19,2024-09-10,214,229.94,49207.16,2024-09-20
557,9,5,132,2023-01-31,168,168.24,28264.32,2023-02-05
558,6,10,136,2023-12-05,415,49.01,20339.15,2023-12-14
559,3,3,75,2023-11-14,226,204.81,46287.06,2023-11-20
560,4,10,59,2024-09-18,124,113.92,14126.08,2024-09-23
561,10,5,82,2023-02-17,64,266.41,17050.24,2023-02-20
562,10,4,179,2024-05-04,361,31.66,11429.26,2024-05-08
563,7,7,112,2023-10-16,198,295.23,58455.54,2023-10-21
564,7,9,40,2023-01-03,80,21.86,1748.8,2023-01-08
565,4,10,146,2024-05-02,425,26.07,11079.75,2024-05-10
566,4,9,79,2023-06-17,287,200.84,57641.08,2023-06-28
567,5,10,79,2023-06-25,481,200.84,96604.04,2023-07-03
568,2,2,95,2024-08-03,202,264.79,53487.58,2024-08-16
569,7,4,187,2023-08-15,406,208.64,84707.84,2023-08-21
570,3,9,142,2023-11-21,435,5.79,2518.65,2023-11-28
571,8,1,56,2023-06-05,218,103.4,22541.2,2023-06-10
572,5,1,195,2024-05-09,491,43.99,21599.09,2024-05-14
573,9,10,46,2024-08-28,242,203.15,49162.3,2024-09-09
574,2,9,133,2023-12-14,53,262.45,13909.85,2023-12-21
575,8,7,175,2023-02-23,221,261.93,57886.53,2023-03-02
576,4,9,105,2024-01-22,325,63.81,20738.25,2024-01-26
577,4,7,104,2023-10-16,290,71.15,20633.5,2023-10-19
578,1,10,21,2024-12-02,205,76.06,15592.3,2024-12-08
579,7,10,104,2023-09-20,217,71.15,15439.55,2023-10-03
580,5,8,132,2024-09-23,208,168.24,34993.92,2024-10-03
581,2,7,127,2023-10-18,472,212.34,100224.48,2023-10-22
582,2,3,143,2024-12-11,335,14.63,4901.05,2024-12-23
583,6,5,120,2024-05-17,156,150.82,23527.92,2024-05-26
584,8,2,56,2023-02-24,256,103.4,26470.4,2023-03-03
585,3,1,72,2024-06-26,413,25.64,10589.32,2024-07-03
586,8,2,153,2024-04-02,290,245.2,71108.0,2024-04-14
587,6,8,67,2023-10-26,125,108.59,13573.75,2023-11-02
588,8,3,112,2024-07-03,127,295.23,37494.21,2024-07-07
589,4,1,163,2024-02-22,177,284.38,50335.26,2024-03-04
590,8,1,40,2023-01-16,373,21.86,8153.78,2023-01-19
591,5,6,86,2024-10-06,476,241.42,114915.92,2024-10-09
592,10,6,134,2024-07-20,161,105.51,16987.11,2024-07-29
593,4,6,76,2023-10-13,86,250.95,21581.7,2023-10-19
594,3,10,151,2024-08-07,81,247.32,20032.92,2024-08-19
595,7,8,81,2024-04-20,198,295.26,58461.48,2024-05-03
596,7,4,126,2023-05-01,341,168.27,57380.07,2023-05-06
597,3,1,104,2023-04-08,316,71.15,22483.4,2023-04-14
598,7,9,140,2023-02-17,195,288.23,56204.85,2023-03-01
599,7,4,141,2023-12-21,83,199.83,16585.89,2023-12-27
600,1,8,167,2023-11-08,58,105.26,6105.08,2023-11-12
601,2,1,71,2023-11-13,53,133.64,7082.92,2023-11-23
602,7,2,20,2024-03-11,86,149.14,12826.04,2024-03-14
603,4,6,54,2024-07-29,273,192.1,52443.3,2024-08-02
604,4,7,118,2024-06-02,113,77.42,8748.46,2024-06-06
605,10,4,183,2023-02-15,375,28.3,10612.5,2023-02-26
606,2,7,73,2023-08-19,447,217.33,97146.51,2023-09-02
607,5,10,10,2023-04-27,406,152.27,61821.62,2023-05-03
608,7,6,54,2023-10-17,373,192.1,71653.3,2023-10-21
609,7,2,60,2023-04-28,227,95.94,21778.38,2023-05-04
610,10,3,126,2024-12-07,229,168.27,38533.83,2024-12-16
611,4,7,60,2024-03-26,231,95.94,22162.14,2024-03-29
612,3,3,111,2024-12-15,352,232.88,81973.76,2024-12-20
613,4,3,38,2023-01-10,370,287.41,106341.7,2023-01-17
614,7,4,72,2023-08-17,286,25.64,7333.04,2023-08-31
615,9,8,161,2023-12-07,128,184.62,23631.36,2023-12-11
616,8,10,64,2023-07-15,327,237.28,77590.56,2023-07-25
617,7,2,184,2023-07-27,187,274.28,51290.36,2023-08-06
618,9,2,67,2024-01-05,78,108.59,8470.02,2024-01-08
619,6,6,84,2024-03-23,401,130.42,52298.42,2024-04-02
620,9,9,184,2024-11-23,157,274.28,43061.96,2024-11-29
621,8,2,97,2024-07-17,83,69.73,5787.59,2024-07-27
622,6,8,7,2023-12-10,376,77.22,29034.72,2023-12-22
623,1,7,123,2024-09-24,233,124.9,29101.7,2024-09-30
624,9,2,48,2024-06-17,51,67.88,3461.88,2024-06-29
625,2,10,174,2023-02-24,416,34.41,14314.56,2023-03-09
626,4,8,39,2023-02-16,327,92.53,30257.31,2023-02-26
627,4,4,137,2023-02-14,162,39.94,6470.28,2023-02-22
628,1,10,171,2024-01-04,487,257.52,125412.24,2024-01-15
629,9,6,6,2023-10-21,468,109.8,51386.4,2023-10-29
630,3,3,123,2024-05-12,474,124.9,59202.6,2024-05-25
631,4,1,17,2023-10-04,301,263.38,79277.38,2023-10-07
632,6,1,98,2024-07-06,283,202.32,57256.56,2024-07-16
633,5,6,189,2024-02-06,190,92.28,17533.2,2024-02-09
634,9,8,8,2024-08-28,284,253.64,72033.76,2024-09-10
635,10,2,166,2024-02-08,348,154.93,53915.64,2024-02-19
636,3,1,114,2023-04-19,189,128.92,24365.88,2023-04-30
637,7,8,37,2024-04-14,457,5.64,2577.48,2024-04-19
638,10,1,56,2024-12-10,472,103.4,48804.8,2024-12-14
639,9,1,102,2023-08-10,436,229.56,100088.16,2023-08-13
640,3,8,81,2024-05-24,235,295.26,69386.1,2024-06-07
641,5,5,90,2024-04-11,268,75.58,20255.44,2024-04-19
642,2,6,171,2023-05-03,85,257.52,21889.2,2023-05-12
643,2,4,174,2023-11-13,73,34.41,2511.93,2023-11-21
644,7,4,41,2024-06-11,82,288.43,23651.26,2024-06-24
645,10,3,191,2023-01-14,272,233.84,63604.48,2023-01-18
646,4,8,68,2023-01-09,162,263.73,42724.26,2023-01-15
647,9,2,158,2023-03-21,499,20.99,10474.01,2023-04-04
648,9,7,56,2023-09-01,474,103.4,49011.6,2023-09-07
649,5,9,184,2024-05-30,112,274.28,30719.36,2024-06-08
650,8,4,136,2023-09-13,371,49.01,18182.71,2023-09-18
651,9,10,92,2024-06-21,226,73.22,16547.72,2024-06-24
652,3,2,38,2023-09-29,153,287.41,43973.73,2023-10-10
653,5,9,111,2023-06-11,211,232.88,49137.68,2023-06-17
654,10,7,19,2023-12-20,208,229.94,47827.52,2023-12-27
655,5,5,64,2024-10-22,223,237.28,52913.44,2024-10-25
656,10,6,79,2023-07-14,191,200.84,38360.44,2023-07-25
657,3,7,134,2024-03-27,155,105.51,16354.05,2024-04-09
658,7,2,99,2023-11-03,180,294.31,52975.8,2023-11-17
659,6,2,195,2024-01-13,160,43.99,7038.4,2024-01-24
660,6,1,173,2023-07-19,62,42.24,2618.88,2023-07-26
661,8,3,83,2024-05-24,213,76.98,16396.74,2024-06-02
662,4,10,14,2024-02-26,411,118.51,48707.61,2024-03-08
663,7,7,91,2024-02-29,399,104.08,41527.92,2024-03-10
664,1,1,187,2023-12-12,200,208.64,41728.0,2023-12-25
665,4,3,147,2024-11-14,434,41.68,18089.12,2024-11-19
666,2,5,26,2023-01-04,349,23.89,8337.61,2023-01-16
667,3,8,7,2023-01-18,365,77.22,28185.3,2023-01-31
668,9,5,174,2024-07-06,253,34.41,8705.73,2024-07-11
669,3,3,128,2024-02-05,462,217.78,100614.36,2024-02-09
670,8,5,156,2024-01-29,220,30.98,6815.6,2024-02-04
671,7,2,62,2024-02-07,131,50.59,6627.29,2024-02-10
672,4,1,71,2023-11-05,169,133.64,22585.16,2023-11-10
673,9,1,17,2024-09-30,400,263.38,105352.0,2024-10-11
674,9,6,189,2024-03-04,68,92.28,6275.04,2024-03-15
675,6,10,89,2024-03-16,188,81.46,15314.48,2024-03-30
676,5,10,153,2023-04-17,343,245.2,84103.6,2023-04-21
677,7,2,192,2024-12-22,330,188.16,62092.8,2024-12-27
678,4,3,52,2023-07-02,348,39.05,13589.4,2023-07-09
679,7,5,200,2024-05-16,480,113.73,54590.4,2024-05-29
680,10,8,2,2024-08-01,251,163.19,40960.69,2024-08-06
681,9,2,190,2023-07-18,318,7.39,2350.02,2023-07-26
682,3,3,140,2024-04-27,86,288.23,24787.78,2024-05-11
683,4,2,167,2023-04-24,383,105.26,40314.58,2023-05-03
684,8,3,134,2023-12-27,443,105.51,46740.93,2024-01-07
685,1,9,24,2023-01-21,360,227.8,82008.0,2023-01-27
686,1,1,32,2023-01-04,69,219.82,15167.58,2023-01-14
687,8,4,125,2023-03-08,253,70.37,17803.61,2023-03-15
688,8,5,103,2024-07-26,162,29.16,4723.92,2024-08-01
689,9,8,71,2023-10-05,348,133.64,46506.72,2023-10-15
690,9,4,45,2024-01-26,464,202.57,93992.48,2024-02-01
691,5,5,123,2024-06-05,165,124.9,20608.5,2024-06-13
692,8,9,3,2024-09-22,172,249.67,42943.24,2024-10-03
693,2,2,85,2024-01-12,59,169.43,9996.37,2024-01-16
694,8,5,133,2024-02-28,136,262.45,35693.2,2024-03-06
695,1,3,106,2023-05-31,341,144.7,49342.7,2023-06-12
696,2,6,16,2023-12-08,391,105.35,41191.85,2023-12-20
697,9,8,121,2024-02-03,152,240.36,36534.72,2024-02-07
698,5,6,143,2024-09-04,173,14.63,2530.99,2024-09-07
699,5,9,28,2024-01-26,160,258.59,41374.4,2024-02-07
700,4,1,99,2024-05-27,70,294.31,20601.7,2024-06-02
701,10,9,103,2024-03-26,389,29.16,11343.24,2024-04-01
702,4,6,87,2023-02-25,150,267.97,40195.5,2023-03-03
703,7,7,176,2023-06-29,214,104.88,22444.32,2023-07-13
704,1,9,147,2024-12-11,227,41.68,9461.36,2024-12-21
705,7,8,126,2024-07-13,96,168.27,16153.92,2024-07-26
706,6,1,172,2023-12-03,244,274.46,66968.24,2023-12-07
707,7,8,187,2024-07-30,452,208.64,94305.28,2024-08-02
708,8,8,85,2024-11-29,304,169.43,51506.72,2024-12-10
709,8,9,117,2023-11-18,369,133.49,49257.81,2023-11-26
710,3,3,39,2024-06-26,379,92.53,35068.87,2024-07-03
711,7,4,16,2023-03-25,264,105.35,27812.4,2023-04-01
712,2,1,170,2023-02-17,356,280.19,99747.64,2023-02-22
713,6,9,155,2024-12-10,352,209.63,73789.76,2024-12-19
714,4,5,82,2024-03-21,333,266.41,88714.53,2024-04-02
715,9,6,185,2024-10-16,200,80.32,16064.0,2024-10-26
716,2,8,120,2023-08-04,376,150.82,56708.32,2023-08-10
717,3,5,123,2024-09-16,150,124.9,18735.0,2024-09-27
718,10,1,42,2023-07-30,487,25.05,12199.35,2023-08-09
719,1,9,90,2024-09-06,351,75.58,26528.58,2024-09-10
720,1,7,166,2023-12-05,348,154.93,53915.64,2023-12-11
721,3,3,10,2023-09-17,451,152.27,68673.77,2023-09-28
722,1,5,97,2023-01-22,60,69.73,4183.8,2023-01-28
723,3,2,148,2024-08-20,227,164.29,37293.83,2024-08-26
724,5,3,99,2023-06-21,117,294.31,34434.27,2023-07-04
725,5,3,56,2023-11-27,207,103.4,21403.8,2023-12-09
726,9,3,23,2024-11-12,227,145.21,32962.67,2024-11-26
727,6,3,181,2024-06-09,399,91.54,36524.46,2024-06-15
728,1,3,188,2024-03-12,255,256.73,65466.15,2024-03-25
729,9,9,109,2023-06-17,238,174.86,41616.68,2023-06-22
730,9,1,38,2023-01-08,425,287.41,122149.25,2023-01-13
731,9,1,157,2023-05-27,476,248.35,118214.6,2023-06-03
732,2,2,160,2024-02-11,237,134.24,31814.88,2024-02-25
733,4,6,23,2024-05-19,227,145.21,32962.67,2024-06-02
734,3,4,79,2023-07-19,227,200.84,45590.68,2023-07-23
735,10,3,6,2024-10-02,454,109.8,49849.2,2024-10-15
736,3,3,31,2023-04-29,185,126.28,23361.8,2023-05-07
737,6,6,161,2023-03-22,114,184.62,21046.68,2023-03-26
738,7,9,101,2023-01-22,429,81.75,35070.75,2023-01-30
739,3,9,160,2023-03-24,111,134.24,14900.64,2023-03-31
740,10,8,63,2023-02-04,444,57.91,25712.04,2023-02-10
741,6,6,190,2023-04-23,221,7.39,1633.19,2023-04-30
742,6,6,103,2023-03-26,222,29.16,6473.52,2023-04-09
743,3,4,186,2024-07-22,95,51.6,4902.0,2024-07-27
744,3,10,96,2023-07-08,486,93.09,45241.74,2023-07-16
745,5,4,102,2024-03-31,152,229.56,34893.12,2024-04-08
746,8,5,185,2023-03-20,75,80.32,6024.0,2023-03-30
747,4,9,2,2023-05-22,124,163.19,20235.56,2023-06-03
748,3,4,9,2023-09-25,321,123.34,39592.14,2023-10-09
749,8,5,44,2023-11-17,449,198.93,89319.57,2023-11-23
750,4,2,176,2023-04-21,262,104.88,27478.56,2023-05-04
751,7,6,75,2024-09-01,90,204.81,18432.9,2024-09-07
752,8,5,25,2024-03-01,479,115.16,55161.64,2024-03-15
753,7,5,59,2024-03-04,450,113.92,51264.0,2024-03-18
754,9,3,67,2024-10-13,328,108.59,35617.52,2024-10-21
755,6,2,107,2024-10-12,378,80.59,30463.02,2024-10-23
756,7,8,149,2023-12-13,438,221.69,97100.22,2023-12-25
757,6,8,53,2023-07-15,208,88.12,18328.96,2023-07-23
758,7,3,153,2024-08-05,152,245.2,37270.4,2024-08-10
759,10,4,65,2024-03-19,297,245.89,73029.33,2024-03-27
760,6,5,25,2024-06-30,238,115.16,27408.08,2024-07-14
761,5,10,69,2023-07-01,292,180.99,52849.08,2023-07-06
762,1,6,37,2024-05-21,60,5.64,338.4,2024-05-28
763,9,1,119,2023-03-02,147,226.39,33279.33,2023-03-08
764,3,10,26,2023-06-05,419,23.89,10009.91,2023-06-13
765,3,7,1,2024-10-25,165,110.9,18298.5,2024-10-30
766,7,3,78,2023-08-01,125,155.8,19475.0,2023-08-08
767,4,1,57,2024-08-05,474,135.34,64151.16,2024-08-15
768,10,7,194,2024-09-23,216,31.59,6823.44,2024-10-05
769,2,7,1,2024-10-30,274,110.9,30386.6,2024-11-06
770,6,6,128,2024-08-13,429,217.78,93427.62,2024-08-27
771,9,7,158,2023-09-11,346,20.99,7262.54,2023-09-16
772,2,8,12,2023-07-09,173,111.79,19339.67,2023-07-19
773,2,2,46,2023-09-26,66,203.15,13407.9,2023-10-10
774,7,10,100,2023-09-30,158,194.61,30748.38,2023-10-10
775,3,4,2,2023-09-26,134,163.19,21867.46,2023-10-07
776,7,7,18,2023-10-28,413,261.8,108123.4,2023-11-01
777,9,10,42,2023-06-11,257,25.05,6437.85,2023-06-21
778,7,3,178,2023-05-08,345,15.59,5378.55,2023-05-22
779,2,7,135,2024-07-05,164,247.52,40593.28,2024-07-15
780,5,6,158,2024-03-19,215,20.99,4512.85,2024-03-24
781,8,7,124,2024-08-20,147,214.99,31603.53,2024-09-02
782,7,1,32,2023-06-20,230,219.82,50558.6,2023-07-02
783,4,7,188,2024-02-02,329,256.73,84464.17,2024-02-15
784,4,10,55,2024-03-24,479,19.99,9575.21,2024-04-07
785,2,9,185,2024-06-15,71,80.32,5702.72,2024-06-24
786,2,7,196,2023-08-13,212,80.81,17131.72,2023-08-24
787,1,5,63,2024-02-04,81,57.91,4690.71,2024-02-13
788,3,1,63,2024-01-07,55,57.91,3185.05,2024-01-21
789,7,8,67,2024-05-05,391,108.59,42458.69,2024-05-18
790,8,4,22,2023-08-22,305,245.73,74947.65,2023-08-27
791,2,6,75,2024-04-03,109,204.81,22324.29,2024-04-15
792,10,7,21,2024-05-15,153,76.06,11637.18,2024-05-26
793,3,7,147,2023-12-03,144,41.68,6001.92,2023-12-08
794,1,7,26,2024-08-05,422,23.89,10081.58,2024-08-14
795,8,5,150,2024-04-06,413,288.76,119257.88,2024-04-12
796,4,6,93,2023-04-15,130,125.24,16281.2,2023-04-27
797,9,2,146,2023-05-30,97,26.07,2528.79,2023-06-11
798,7,3,7,2024-07-22,384,77.22,29652.48,2024-07-29
799,6,1,68,2023-10-17,415,263.73,109447.95,2023-10-27
800,8,5,189,2023-08-20,148,92.28,13657.44,2023-09-02
801,2,7,47,2024-10-11,320,140.19,44860.8,2024-10-24
802,9,5,45,2023-04-07,252,202.57,51047.64,2023-04-21
803,10,10,112,2023-05-14,361,295.23,106578.03,2023-05-20
804,6,8,3,2024-11-25,360,249.67,89881.2,2024-12-01
805,6,2,23,2024-02-03,70,145.21,10164.7,2024-02-16
806,1,2,135,2024-08-20,190,247.52,47028.8,2024-08-23
807,10,1,197,2024-05-17,486,242.25,117733.5,2024-05-23
808,6,9,22,2024-06-12,106,245.73,26047.38,2024-06-23
809,7,1,179,2023-01-07,66,31.66,2089.56,2023-01-13
810,2,10,80,2024-08-10,326,71.27,23234.02,2024-08-15
811,4,6,160,2024-09-05,307,134.24,41211.68,2024-09-11
812,8,8,140,2024-07-22,183,288.23,52746.09,2024-07-25
813,9,5,13,2024-04-28,315,259.03,81594.45,2024-05-06
814,4,7,113,2023-11-27,52,114.32,5944.64,2023-12-09
815,2,3,40,2024-10-05,202,21.86,4415.72,2024-10-10
816,7,4,116,2023-07-23,256,221.47,56696.32,2023-08-05
817,1,9,130,2024-03-14,381,250.63,95490.03,2024-03-19
818,9,1,33,2024-09-23,133,163.2,21705.6,2024-10-05
819,3,8,106,2023-10-09,78,144.7,11286.6,2023-10-15
820,7,7,27,2024-12-24,490,7.12,3488.8,2025-01-03
821,3,9,29,2023-04-27,267,68.2,18209.4,2023-05-03
822,6,1,32,2023-07-18,232,219.82,50998.24,2023-07-26
823,1,2,66,2024-01-25,373,199.71,74491.83,2024-02-01
824,3,5,85,2024-02-23,356,169.43,60317.08,2024-03-05
825,2,5,92,2023-08-29,197,73.22,14424.34,2023-09-11
826,4,5,73,2023-10-14,330,217.33,71718.9,2023-10-27
827,10,6,44,2023-02-11,118,198.93,23473.74,2023-02-24
828,4,10,5,2023-09-24,272,260.61,70885.92,2023-10-03
829,6,4,143,2023-06-16,123,14.63,1799.49,2023-06-28
830,7,10,6,2023-06-09,98,109.8,10760.4,2023-06-23
831,3,8,30,2024-06-28,90,243.21,21888.9,2024-07-12
832,4,4,163,2023-11-13,267,284.38,75929.46,2023-11-23
833,1,4,144,2024-09-19,372,207.78,77294.16,2024-09-24
834,10,6,62,2023-07-25,111,50.59,5615.49,2023-08-03
835,5,8,31,2023-01-07,320,126.28,40409.6,2023-01-20
836,9,6,40,2023-12-27,260,21.86,5683.6,2024-01-09
837,9,8,127,2023-11-06,432,212.34,91730.88,2023-11-15
838,8,1,153,2024-02-25,350,245.2,85820.0,2024-03-01
839,4,3,31,2023-05-22,162,126.28,20457.36,2023-05-31
840,2,2,42,2024-02-19,145,25.05,3632.25,2024-02-22
841,7,10,44,2024-04-07,165,198.93,32823.45,2024-04-10
842,10,7,11,2024-05-05,346,77.76,26904.96,2024-05-19
843,9,8,58,2024-05-12,271,27.2,7371.2,2024-05-26
844,3,10,129,2024-06-23,174,68.83,11976.42,2024-07-07
