sale_id,branch_id,employee_id,medication_id,sale_date,sale_time,quantity,unit_price,total_amount,payment_method,customer_age_group
5891,9,37,26,2024-09-11,11:31:00,2,27.7,55.4,Cash,Senior
5892,7,35,175,2024-10-02,19:10:00,2,415.55,831.1,Insurance,Child
5893,1,41,2,2023-01-22,15:43:00,3,259.13,777.39,Card,Senior
5894,2,28,153,2023-03-16,13:55:00,3,388.91,1166.73,Insurance,Adult
5895,3,39,65,2024-02-03,16:43:00,1,333.71,333.71,Card,Child
5896,1,22,96,2023-01-03,09:35:00,3,123.39,370.17,Insurance,Senior
5897,5,40,117,2023-12-19,19:00:00,1,197.43,197.43,Insurance,Adult
5898,8,12,39,2024-05-11,20:20:00,2,146.75,293.5,Card,Child
5899,9,27,131,2023-02-04,14:04:00,1,12.75,12.75,Cash,Adult
5900,3,44,109,2023-12-22,11:49:00,2,272.54,545.08,Card,Senior
5901,2,40,18,2023-11-08,13:41:00,1,336.23,336.23,Card,Senior
5902,2,39,58,2023-12-21,11:23:00,4,42.09,168.36,Insurance,Child
5903,4,14,79,2023-03-26,21:25:00,3,286.93,860.79,Card,Senior
5904,8,4,166,2023-05-18,21:31:00,1,239.47,239.47,Insurance,Adult
5905,3,16,125,2024-08-14,15:32:00,2,102.83,205.66,Insurance,Senior
5906,5,35,25,2024-01-05,20:17:00,1,179.05,179.05,Cash,Child
5907,6,31,109,2023-09-04,10:20:00,1,272.54,272.54,Card,Senior
5908,2,14,35,2023-10-11,14:55:00,2,457.54,915.08,Insurance,Senior
5909,4,31,165,2024-01-07,12:10:00,3,107.51,322.53,Card,Child
5910,8,21,35,2024-05-31,12:07:00,2,457.54,915.08,Cash,Adult
5911,4,17,1,2023-06-03,11:17:00,2,144.7,289.4,Insurance,Child
5912,8,37,27,2023-04-09,21:47:00,2,10.46,20.92,Card,Adult
5913,4,24,71,2024-03-23,12:56:00,1,184.95,184.95,Cash,Child
5914,6,47,21,2024-03-06,14:49:00,3,106.89,320.67,Insurance,Child
5915,8,44,35,2023-11-09,13:02:00,1,457.54,457.54,Insurance,Child
5916,8,48,92,2024-06-15,14:33:00,1,107.07,107.07,Cash,Senior
5917,7,49,49,2023-07-13,09:49:00,2,139.2,278.4,Cash,Senior
5918,4,25,94,2024-10-17,16:46:00,2,332.24,664.48,Cash,Senior
5919,7,10,98,2023-03-03,19:08:00,2,305.33,610.66,Cash,Senior
5920,1,5,71,2024-11-11,16:23:00,1,184.95,184.95,Cash,Adult
5921,1,50,46,2023-07-22,16:47:00,2,261.05,522.1,Cash,Adult
5922,6,49,50,2023-04-08,16:30:00,3,446.76,1340.28,Card,Senior
5923,8,6,106,2024-07-11,12:47:00,2,173.85,347.7,Cash,Adult
5924,6,16,105,2024-08-27,17:01:00,1,73.97,73.97,Insurance,Child
5925,3,46,194,2024-07-06,10:51:00,2,40.52,81.04,Cash,Senior
5926,6,29,163,2023-08-17,15:51:00,3,409.93,1229.79,Insurance,Senior
5927,7,18,42,2024-01-08,16:50:00,2,38.52,77.04,Card,Adult
5928,3,10,68,2023-04-27,15:09:00,1,334.29,334.29,Cash,Senior
5929,5,44,125,2024-11-03,15:53:00,1,102.83,102.83,Card,Child
5930,9,4,104,2024-08-25,10:13:00,2,84.02,168.04,Card,Child
5931,7,37,11,2024-07-26,09:58:00,4,109.07,436.28,Insurance,Senior
5932,7,43,5,2023-07-27,10:02:00,1,344.28,344.28,Insurance,Child
5933,3,38,31,2024-06-15,10:24:00,2,194.31,388.62,Insurance,Senior
5934,6,45,63,2024-01-22,16:32:00,2,90.69,181.38,Card,Child
5935,6,25,131,2023-02-28,19:00:00,2,12.75,25.5,Insurance,Adult
5936,1,44,183,2024-10-28,11:20:00,2,43.64,87.28,Insurance,Adult
5937,9,34,134,2024-09-20,14:10:00,1,167.18,167.18,Insurance,Senior
5938,9,49,7,2024-08-19,19:35:00,3,104.87,314.61,Insurance,Adult
5939,2,19,120,2023-02-01,09:29:00,1,195.5,195.5,Insurance,Senior
5940,4,50,160,2023-06-28,15:01:00,1,196.56,196.56,Card,Senior
5941,9,19,110,2023-01-31,17:42:00,1,89.96,89.96,Card,Adult
5942,4,12,55,2023-08-03,21:07:00,1,28.69,28.69,Card,Senior
5943,9,15,117,2024-12-28,15:13:00,1,197.43,197.43,Cash,Senior
5944,5,15,72,2024-08-24,09:51:00,4,37.15,148.6,Insurance,Adult
5945,8,22,138,2024-12-16,16:36:00,2,215.3,430.6,Card,Senior
5946,1,5,68,2023-09-25,17:48:00,2,334.29,668.58,Insurance,Senior
5947,4,7,124,2024-04-28,10:45:00,1,290.6,290.6,Cash,Child
5948,1,14,86,2024-01-31,13:24:00,2,350.16,700.32,Cash,Child
5949,2,29,124,2024-12-03,16:33:00,1,290.6,290.6,Cash,Adult
5950,6,34,30,2023-07-01,16:54:00,3,300.53,901.59,Insurance,Senior
5951,3,2,152,2023-04-05,18:51:00,2,308.07,616.14,Card,Child
5952,8,11,52,2023-01-25,14:08:00,1,46.79,46.79,Card,Child
5953,4,7,141,2024-07-20,18:22:00,1,243.93,243.93,Cash,Child
5954,6,5,81,2023-03-13,11:48:00,2,420.77,841.54,Cash,Adult
5955,2,14,78,2024-10-14,19:01:00,1,234.82,234.82,Insurance,Adult
5956,9,6,70,2023-02-02,19:56:00,3,60.82,182.46,Insurance,Adult
5957,10,25,65,2023-01-06,13:24:00,3,333.71,1001.13,Cash,Senior
5958,3,32,54,2023-08-30,16:31:00,1,243.74,243.74,Cash,Child
5959,10,36,28,2024-10-09,20:45:00,1,305.62,305.62,Cash,Adult
5960,4,14,14,2023-07-29,14:14:00,3,168.06,504.18,Card,Child
5961,6,5,189,2023-04-25,15:08:00,2,135.16,270.32,Cash,Adult
5962,1,24,122,2024-08-13,16:15:00,4,12.6,50.4,Insurance,Child
5963,10,26,64,2023-12-13,11:01:00,1,284.41,284.41,Card,Child
5964,5,1,53,2023-02-26,21:09:00,4,109.69,438.76,Card,Adult
5965,7,27,16,2023-04-06,18:40:00,1,135.07,135.07,Card,Child
5966,9,24,101,2023-08-31,15:14:00,1,106.05,106.05,Card,Adult
5967,9,2,137,2023-07-25,14:55:00,1,59.67,59.67,Insurance,Child
5968,7,32,48,2023-01-29,15:09:00,1,86.16,86.16,Card,Child
5969,2,18,35,2023-04-05,12:41:00,1,457.54,457.54,Card,Adult
5970,5,50,193,2023-01-06,12:36:00,2,129.63,259.26,Insurance,Adult
5971,7,48,110,2024-01-05,20:18:00,2,89.96,179.92,Card,Senior
5972,10,2,75,2023-06-15,21:41:00,2,318.74,637.48,Cash,Child
5973,10,34,73,2023-06-23,14:06:00,1,279.3,279.3,Insurance,Senior
5974,8,50,98,2023-01-08,18:07:00,1,305.33,305.33,Card,Child
5975,3,25,200,2024-04-12,20:37:00,1,169.12,169.12,Card,Adult
5976,7,42,99,2024-10-11,15:06:00,1,409.2,409.2,Cash,Senior
5977,4,47,2,2023-05-29,19:18:00,3,259.13,777.39,Insurance,Senior
5978,9,49,138,2024-03-17,20:55:00,2,215.3,430.6,Insurance,Adult
5979,9,32,71,2023-06-18,13:54:00,3,184.95,554.85,Cash,Child
5980,8,25,91,2023-08-21,12:18:00,2,161.52,323.04,Card,Child
5981,8,8,133,2023-09-16,20:55:00,1,369.62,369.62,Insurance,Senior
5982,5,24,187,2024-03-24,10:55:00,1,282.83,282.83,Insurance,Adult
5983,3,41,71,2023-12-30,09:03:00,2,184.95,369.9,Insurance,Child
5984,6,28,25,2024-03-12,16:12:00,1,179.05,179.05,Card,Child
5985,2,3,17,2024-04-04,12:26:00,2,334.1,668.2,Insurance,Child
5986,9,8,111,2024-08-02,14:03:00,1,356.92,356.92,Card,Senior
5987,4,27,16,2024-03-16,11:53:00,1,135.07,135.07,Cash,Adult
5988,3,12,77,2023-10-30,15:00:00,1,238.24,238.24,Card,Child
5989,2,13,130,2023-12-10,19:42:00,3,321.64,964.92,Card,Senior
5990,1,37,87,2023-04-06,11:34:00,1,382.04,382.04,Card,Adult
5991,7,16,108,2023-03-12,09:06:00,1,390.79,390.79,Card,Senior
5992,9,8,81,2023-02-07,17:10:00,2,420.77,841.54,Card,Child
5993,7,40,121,2024-09-20,18:47:00,2,313.23,626.46,Insurance,Child
5994,10,28,26,2023-01-27,17:10:00,4,27.7,110.8,Insurance,Senior
5995,7,19,81,2023-12-29,21:03:00,1,420.77,420.77,Card,Adult
5996,8,36,56,2024-02-23,15:16:00,5,125.0,625.0,Card,Adult
5997,6,4,121,2023-06-23,13:58:00,1,313.23,313.23,Insurance,Senior
5998,10,38,20,2023-03-21,13:15:00,5,179.02,895.1,Insurance,Child
5999,3,33,84,2023-12-31,18:37:00,1,160.31,160.31,Card,Child
6000,2,17,74,2023-01-09,14:48:00,1,294.84,294.84,Cash,Senior
6001,1,16,59,2024-11-23,14:09:00,1,159.33,159.33,Cash,Senior
6002,9,49,29,2024-07-08,18:07:00,1,82.49,82.49,Cash,Senior
6003,4,39,68,2024-06-25,17:54:00,1,334.29,334.29,Cash,Adult
6004,1,47,70,2023-07-19,12:56:00,1,60.82,60.82,Insurance,Senior
6005,1,7,46,2023-08-19,17:18:00,1,261.05,261.05,Insurance,Adult
6006,2,38,114,2024-10-14,18:09:00,2,176.7,353.4,Insurance,Child
6007,8,3,135,2023-01-18,10:37:00,3,329.28,987.84,Insurance,Adult
6008,5,2,129,2024-05-11,13:22:00,3,94.15,282.45,Card,Senior
6009,7,31,142,2023-04-30,16:51:00,1,7.83,7.83,Cash,Senior
6010,6,48,137,2024-10-20,20:59:00,1,59.67,59.67,Card,Adult
6011,3,37,100,2024-05-22,16:39:00,1,235.69,235.69,Card,Child
6012,5,15,140,2024-02-23,12:10:00,2,344.34,688.68,Card,Child
6013,1,21,2,2023-07-15,10:36:00,2,259.13,518.26,Card,Adult
6014,4,20,2,2023-11-25,13:04:00,5,259.13,1295.65,Cash,Child
6015,10,50,96,2024-04-04,12:09:00,2,123.39,246.78,Insurance,Adult
6016,7,3,43,2024-01-29,19:40:00,2,110.04,220.08,Card,Senior
6017,3,44,79,2024-10-04,21:00:00,1,286.93,286.93,Card,Child
6018,4,30,94,2023-09-01,13:46:00,1,332.24,332.24,Cash,Senior
6019,4,19,64,2023-02-16,17:16:00,4,284.41,1137.64,Cash,Child
6020,7,48,43,2023-12-19,10:51:00,1,110.04,110.04,Insurance,Child
6021,7,11,78,2024-02-28,13:29:00,1,234.82,234.82,Cash,Adult
6022,4,47,133,2023-07-29,21:48:00,2,369.62,739.24,Card,Adult
6023,7,20,130,2023-05-04,14:50:00,4,321.64,1286.56,Card,Child
6024,6,38,20,2023-03-07,17:34:00,2,179.02,358.04,Cash,Adult
6025,9,42,137,2024-02-17,09:00:00,2,59.67,119.34,Insurance,Senior
6026,9,43,138,2023-10-02,10:19:00,1,215.3,215.3,Card,Adult
6027,7,1,23,2024-06-03,15:23:00,3,202.92,608.76,Insurance,Senior
6028,2,33,146,2023-02-18,13:57:00,2,31.93,63.86,Insurance,Senior
6029,7,46,24,2023-02-08,13:18:00,2,332.69,665.38,Cash,Senior
6030,5,45,32,2024-06-23,16:13:00,1,331.99,331.99,Card,Child
6031,4,6,98,2024-07-12,15:53:00,2,305.33,610.66,Card,Senior
6032,3,49,10,2023-07-19,12:28:00,2,235.73,471.46,Cash,Senior
6033,1,42,105,2023-07-26,13:21:00,5,73.97,369.85,Cash,Child
6034,2,42,107,2024-10-19,13:36:00,2,106.06,212.12,Cash,Adult
6035,8,13,106,2023-10-21,11:46:00,1,173.85,173.85,Insurance,Senior
6036,8,42,116,2024-02-21,12:59:00,1,350.91,350.91,Cash,Senior
6037,2,36,8,2023-06-15,21:35:00,3,380.26,1140.78,Cash,Adult
6038,9,35,159,2023-12-20,11:23:00,2,158.85,317.7,Cash,Child
6039,1,42,68,2023-06-29,10:26:00,1,334.29,334.29,Cash,Child
6040,9,30,140,2024-05-30,16:48:00,3,344.34,1033.02,Card,Child
6041,3,27,111,2023-06-08,09:30:00,1,356.92,356.92,Insurance,Senior
6042,1,16,109,2023-09-14,14:44:00,1,272.54,272.54,Insurance,Child
6043,4,29,116,2024-03-03,17:32:00,1,350.91,350.91,Insurance,Senior
6044,4,49,9,2023-08-15,19:36:00,2,145.51,291.02,Cash,Senior
6045,9,7,195,2023-06-08,21:28:00,2,61.27,122.54,Card,Adult
6046,7,38,131,2024-08-08,12:52:00,2,12.75,25.5,Insurance,Senior
6047,8,11,138,2023-06-02,11:02:00,4,215.3,861.2,Insurance,Adult
6048,7,44,87,2024-06-07,10:21:00,3,382.04,1146.12,Cash,Child
6049,2,44,42,2023-02-23,17:01:00,1,38.52,38.52,Insurance,Adult
6050,2,10,104,2024-01-30,13:45:00,5,84.02,420.1,Insurance,Child
6051,9,13,122,2023-09-19,11:02:00,1,12.6,12.6,Card,Child
6052,3,14,114,2023-10-19,14:25:00,1,176.7,176.7,Card,Senior
6053,4,9,169,2024-10-24,10:30:00,1,187.04,187.04,Card,Adult
6054,10,42,79,2024-02-22,21:12:00,1,286.93,286.93,Insurance,Adult
6055,10,4,76,2024-10-17,17:36:00,1,322.91,322.91,Card,Adult
6056,5,42,134,2024-04-30,18:35:00,2,167.18,334.36,Cash,Adult
6057,6,27,184,2024-02-19,12:30:00,1,333.09,333.09,Cash,Senior
6058,8,34,82,2023-10-06,16:30:00,1,375.39,375.39,Card,Senior
6059,4,27,7,2023-05-22,14:32:00,1,104.87,104.87,Cash,Senior
6060,8,19,158,2024-11-28,20:12:00,2,29.04,58.08,Card,Senior
6061,7,3,144,2024-08-02,18:56:00,1,325.33,325.33,Card,Child
6062,7,32,126,2023-10-03,14:53:00,1,219.54,219.54,Insurance,Child
6063,10,22,77,2023-06-09,17:11:00,1,238.24,238.24,Insurance,Senior
6064,1,15,157,2024-07-13,21:06:00,3,285.73,857.19,Card,Senior
6065,4,33,122,2024-02-25,13:00:00,1,12.6,12.6,Insurance,Child
6066,7,40,121,2023-11-08,19:10:00,1,313.23,313.23,Insurance,Child
6067,9,27,28,2024-06-08,10:00:00,1,305.62,305.62,Cash,Senior
6068,9,14,89,2024-08-30,16:54:00,5,102.74,513.7,Insurance,Child
6069,3,44,74,2024-11-25,13:02:00,1,294.84,294.84,Card,Adult
6070,7,24,140,2024-08-25,09:04:00,1,344.34,344.34,Card,Adult
6071,3,36,135,2024-01-09,15:13:00,1,329.28,329.28,Cash,Child
6072,1,22,150,2024-12-02,20:48:00,1,440.7,440.7,Card,Child
6073,5,8,177,2023-12-12,17:45:00,1,341.49,341.49,Cash,Senior
6074,7,8,69,2024-02-19,15:59:00,1,236.29,236.29,Card,Senior
6075,7,26,16,2023-03-10,10:28:00,1,135.07,135.07,Cash,Senior
6076,8,45,134,2023-06-18,15:38:00,2,167.18,334.36,Insurance,Child
6077,7,40,71,2024-06-06,21:44:00,1,184.95,184.95,Card,Adult
6078,1,25,124,2024-04-14,13:25:00,2,290.6,581.2,Insurance,Child
6079,4,16,34,2023-10-02,09:23:00,1,311.34,311.34,Insurance,Senior
6080,7,38,58,2023-06-11,20:37:00,1,42.09,42.09,Card,Adult
6081,2,33,110,2023-02-21,20:52:00,2,89.96,179.92,Card,Adult
6082,1,13,118,2024-06-13,13:40:00,1,121.59,121.59,Card,Child
6083,7,8,112,2023-11-10,10:08:00,1,443.49,443.49,Insurance,Child
6084,10,14,20,2024-04-05,11:41:00,3,179.02,537.06,Cash,Senior
6085,3,6,17,2024-10-24,10:43:00,1,334.1,334.1,Cash,Adult
6086,10,2,122,2024-12-31,18:39:00,3,12.6,37.8,Cash,Adult
6087,8,9,140,2023-07-09,21:35:00,1,344.34,344.34,Cash,Child
6088,9,13,11,2024-01-26,14:28:00,4,109.07,436.28,Card,Senior
6089,5,7,15,2023-03-17,21:03:00,1,247.13,247.13,Cash,Adult
6090,6,38,96,2024-05-12,16:38:00,4,123.39,493.56,Insurance,Senior
6091,10,25,123,2024-10-21,11:17:00,1,174.84,174.84,Card,Child
6092,8,38,68,2024-04-24,14:21:00,1,334.29,334.29,Cash,Child
6093,1,11,48,2023-01-31,13:42:00,1,86.16,86.16,Insurance,Senior
6094,9,48,160,2024-10-01,13:13:00,1,196.56,196.56,Insurance,Child
6095,2,16,53,2024-01-22,18:17:00,1,109.69,109.69,Insurance,Adult
6096,9,39,105,2024-02-01,17:27:00,2,73.97,147.94,Insurance,Adult
6097,7,15,143,2024-09-08,16:33:00,2,18.72,37.44,Insurance,Child
6098,1,48,80,2023-11-01,14:37:00,2,88.35,176.7,Insurance,Senior
6099,5,30,4,2023-10-20,21:18:00,2,23.2,46.4,Card,Child
6100,6,47,62,2024-04-14,13:17:00,1,79.35,79.35,Cash,Adult
6101,8,42,99,2024-07-28,14:16:00,1,409.2,409.2,Cash,Senior
6102,10,16,121,2024-05-01,14:05:00,1,313.23,313.23,Insurance,Child
6103,3,36,84,2023-09-16,16:34:00,1,160.31,160.31,Cash,Child
6104,2,44,100,2023-11-18,18:44:00,4,235.69,942.76,Cash,Senior
6105,1,47,17,2024-10-29,16:29:00,2,334.1,668.2,Card,Adult
6106,4,39,68,2023-01-31,19:39:00,2,334.29,668.58,Insurance,Child
6107,8,45,87,2023-11-27,18:59:00,4,382.04,1528.16,Card,Senior
6108,8,5,52,2024-02-08,16:49:00,1,46.79,46.79,Insurance,Adult
6109,9,27,89,2023-07-05,20:48:00,2,102.74,205.48,Cash,Adult
6110,9,8,52,2023-08-27,15:13:00,2,46.79,93.58,Cash,Child
6111,10,34,74,2023-07-22,11:19:00,2,294.84,589.68,Card,Adult
6112,5,37,19,2023-01-28,14:51:00,1,320.24,320.24,Card,Adult
6113,4,17,36,2023-02-01,13:17:00,1,184.76,184.76,Insurance,Senior
6114,7,11,126,2023-12-11,19:29:00,1,219.54,219.54,Cash,Senior
6115,9,40,74,2024-10-29,11:55:00,1,294.84,294.84,Cash,Adult
6116,10,11,70,2024-06-03,09:50:00,1,60.82,60.82,Cash,Adult
6117,6,26,58,2023-09-10,13:40:00,1,42.09,42.09,Insurance,Adult
6118,3,14,91,2024-09-25,10:38:00,1,161.52,161.52,Cash,Child
6119,2,21,74,2023-11-20,13:57:00,1,294.84,294.84,Insurance,Adult
6120,8,28,106,2023-12-01,21:09:00,1,173.85,173.85,Insurance,Adult
6121,10,48,12,2023-04-06,16:52:00,1,178.73,178.73,Cash,Child
6122,3,2,131,2023-08-20,18:19:00,1,12.75,12.75,Cash,Senior
6123,2,27,134,2023-10-02,15:24:00,1,167.18,167.18,Insurance,Senior
6124,6,4,145,2023-06-29,20:49:00,3,48.62,145.86,Insurance,Adult
6125,2,41,68,2023-10-16,17:19:00,1,334.29,334.29,Insurance,Adult
6126,3,14,13,2023-09-09,14:52:00,2,315.7,631.4,Card,Senior
6127,7,48,88,2024-03-14,14:18:00,3,368.08,1104.24,Cash,Child
6128,5,48,51,2024-11-05,21:34:00,1,316.11,316.11,Card,Adult
6129,2,39,69,2024-11-22,19:03:00,1,236.29,236.29,Insurance,Senior
6130,5,44,38,2023-06-27,18:07:00,2,459.26,918.52,Cash,Adult
6131,3,22,131,2023-08-06,13:52:00,3,12.75,38.25,Insurance,Senior
6132,7,48,68,2024-03-16,19:55:00,5,334.29,1671.45,Insurance,Child
6133,9,19,26,2024-05-23,21:15:00,2,27.7,55.4,Insurance,Adult
6134,1,30,56,2023-12-08,21:16:00,1,125.0,125.0,Insurance,Adult
6135,6,45,72,2024-09-25,14:01:00,3,37.15,111.45,Insurance,Child
6136,6,50,131,2024-11-16,19:59:00,2,12.75,25.5,Card,Adult
6137,1,43,92,2024-12-30,15:39:00,1,107.07,107.07,Insurance,Senior
6138,6,50,65,2024-03-17,21:46:00,2,333.71,667.42,Insurance,Adult
6139,1,15,1,2023-08-12,12:50:00,1,144.7,144.7,Cash,Adult
6140,5,18,138,2024-07-01,21:38:00,1,215.3,215.3,Cash,Senior
6141,10,11,3,2023-01-17,09:03:00,1,356.61,356.61,Insurance,Child
6142,9,32,109,2023-04-21,09:30:00,4,272.54,1090.16,Cash,Child
6143,5,41,14,2023-12-17,09:15:00,2,168.06,336.12,Insurance,Senior
6144,7,10,192,2023-08-03,11:56:00,2,273.77,547.54,Cash,Adult
6145,7,10,95,2024-11-28,20:22:00,2,373.11,746.22,Insurance,Adult
6146,8,35,101,2024-09-13,14:46:00,1,106.05,106.05,Insurance,Child
6147,4,5,13,2023-08-23,21:18:00,2,315.7,631.4,Cash,Senior
6148,6,49,98,2024-11-29,17:32:00,5,305.33,1526.65,Card,Senior
6149,1,44,119,2024-03-26,17:54:00,1,318.4,318.4,Insurance,Adult
6150,10,29,73,2024-05-08,17:15:00,3,279.3,837.9,Insurance,Child
6151,7,24,4,2023-01-13,18:35:00,1,23.2,23.2,Insurance,Senior
6152,1,29,57,2024-08-25,13:25:00,2,198.62,397.24,Card,Adult
6153,8,1,61,2024-03-05,20:24:00,1,94.04,94.04,Cash,Child
6154,8,23,75,2024-04-03,19:32:00,2,318.74,637.48,Insurance,Adult
6155,3,3,80,2023-12-03,09:42:00,2,88.35,176.7,Card,Adult
6156,10,4,141,2024-11-09,15:50:00,1,243.93,243.93,Card,Adult
6157,9,17,116,2023-08-02,13:58:00,2,350.91,701.82,Card,Adult
6158,5,50,15,2023-07-14,13:40:00,1,247.13,247.13,Card,Child
6159,2,35,114,2024-11-29,18:30:00,2,176.7,353.4,Insurance,Senior
6160,4,49,79,2024-11-19,09:48:00,1,286.93,286.93,Card,Adult
6161,7,40,12,2023-07-04,10:47:00,5,178.73,893.65,Insurance,Adult
6162,7,27,142,2023-05-09,19:49:00,1,7.83,7.83,Insurance,Adult
6163,10,15,103,2023-10-09,16:44:00,5,33.79,168.95,Card,Child
6164,1,35,129,2024-03-29,20:45:00,1,94.15,94.15,Cash,Child
6165,1,5,157,2024-12-02,12:00:00,2,285.73,571.46,Insurance,Adult
6166,6,11,5,2023-03-23,11:05:00,2,344.28,688.56,Insurance,Child
6167,7,25,54,2023-03-02,10:51:00,1,243.74,243.74,Insurance,Senior
6168,5,10,126,2023-10-02,15:01:00,1,219.54,219.54,Insurance,Senior
6169,5,25,63,2023-08-29,12:08:00,1,90.69,90.69,Insurance,Adult
6170,7,4,103,2023-10-15,09:50:00,1,33.79,33.79,Card,Adult
6171,10,11,123,2024-10-21,17:34:00,3,174.84,524.52,Cash,Adult
6172,10,2,116,2023-05-06,16:10:00,1,350.91,350.91,Insurance,Senior
6173,1,47,117,2023-09-21,17:46:00,3,197.43,592.29,Cash,Senior
6174,5,30,91,2023-04-08,21:25:00,2,161.52,323.04,Insurance,Senior
6175,6,29,32,2024-03-14,14:29:00,2,331.99,663.98,Insurance,Child
6176,6,41,57,2023-08-19,19:29:00,1,198.62,198.62,Insurance,Senior
6177,1,38,21,2023-10-14,10:53:00,4,106.89,427.56,Insurance,Senior
6178,8,34,114,2024-09-25,20:52:00,2,176.7,353.4,Card,Senior
6179,1,19,133,2024-02-16,09:34:00,1,369.62,369.62,Card,Child
6180,9,12,140,2023-07-18,13:39:00,1,344.34,344.34,Cash,Adult
6181,6,22,69,2023-02-03,21:29:00,1,236.29,236.29,Card,Adult
6182,5,46,134,2023-12-22,18:27:00,2,167.18,334.36,Cash,Adult
6183,3,41,113,2023-08-04,10:30:00,1,157.5,157.5,Cash,Child
6184,8,12,52,2023-07-17,11:05:00,1,46.79,46.79,Card,Child
6185,1,48,122,2024-12-02,21:58:00,1,12.6,12.6,Card,Senior
6186,7,45,173,2024-10-14,20:32:00,1,66.93,66.93,Cash,Child
6187,4,4,38,2023-06-20,13:19:00,2,459.26,918.52,Card,Adult
6188,2,7,58,2024-11-28,16:08:00,1,42.09,42.09,Cash,Adult
6189,9,7,38,2023-04-20,09:36:00,2,459.26,918.52,Insurance,Adult
6190,2,22,146,2024-03-01,14:08:00,5,31.93,159.65,Cash,Adult
6191,1,29,140,2024-05-10,10:04:00,2,344.34,688.68,Cash,Adult
6192,5,7,93,2024-06-30,13:26:00,2,174.61,349.22,Card,Adult
6193,9,37,121,2023-08-29,13:27:00,2,313.23,626.46,Card,Child
6194,6,30,86,2024-10-13,14:11:00,5,350.16,1750.8,Card,Adult
6195,8,49,119,2024-07-05,20:31:00,2,318.4,636.8,Cash,Senior
6196,4,47,81,2024-08-09,15:02:00,1,420.77,420.77,Cash,Senior
6197,5,44,133,2024-10-28,09:06:00,1,369.62,369.62,Insurance,Child
6198,8,42,89,2024-09-21,09:43:00,2,102.74,205.48,Cash,Adult
6199,4,10,177,2024-10-21,18:24:00,1,341.49,341.49,Cash,Child
6200,10,27,134,2024-10-28,11:21:00,3,167.18,501.54,Cash,Senior
6201,6,44,82,2023-04-04,18:45:00,4,375.39,1501.56,Insurance,Senior
6202,2,26,128,2023-08-24,21:18:00,2,281.37,562.74,Cash,Senior
6203,7,12,1,2024-08-16,21:01:00,3,144.7,434.1,Insurance,Senior
6204,7,4,71,2024-06-05,20:26:00,2,184.95,369.9,Insurance,Child
6205,2,41,175,2023-01-28,09:22:00,2,415.55,831.1,Insurance,Child
6206,7,16,199,2023-09-27,18:13:00,1,275.48,275.48,Card,Adult
6207,8,40,65,2024-06-24,17:31:00,5,333.71,1668.55,Insurance,Child
6208,2,46,104,2023-10-19,20:16:00,1,84.02,84.02,Card,Adult
6209,5,16,71,2024-02-01,16:47:00,3,184.95,554.85,Cash,Senior
6210,4,9,130,2024-02-21,18:40:00,1,321.64,321.64,Card,Senior
6211,3,38,34,2023-08-30,09:38:00,2,311.34,622.68,Card,Child
6212,9,20,3,2024-03-06,18:02:00,2,356.61,713.22,Card,Adult
6213,4,15,26,2024-06-22,16:30:00,1,27.7,27.7,Cash,Child
6214,9,30,112,2023-12-12,21:53:00,1,443.49,443.49,Card,Adult
6215,8,48,124,2023-08-17,10:39:00,1,290.6,290.6,Card,Adult
6216,5,26,93,2024-04-23,21:08:00,2,174.61,349.22,Insurance,Adult
6217,10,12,49,2024-06-12,10:26:00,4,139.2,556.8,Cash,Adult
6218,3,41,67,2024-01-15,14:44:00,1,149.77,149.77,Insurance,Adult
6219,6,1,124,2023-12-02,20:40:00,1,290.6,290.6,Insurance,Child
6220,9,3,52,2023-12-29,19:21:00,1,46.79,46.79,Card,Adult
6221,4,35,125,2024-03-05,13:07:00,1,102.83,102.83,Insurance,Child
6222,4,13,78,2023-05-02,16:34:00,1,234.82,234.82,Card,Senior
6223,5,24,101,2023-10-21,21:08:00,2,106.05,212.1,Cash,Adult
6224,4,24,116,2024-07-08,09:42:00,1,350.91,350.91,Cash,Adult
6225,7,7,116,2023-04-21,14:19:00,2,350.91,701.82,Card,Child
6226,2,19,17,2023-04-16,10:02:00,2,334.1,668.2,Insurance,Adult
6227,3,37,114,2023-08-16,10:40:00,2,176.7,353.4,Insurance,Senior
6228,9,46,193,2023-08-29,13:18:00,1,129.63,129.63,Cash,Senior
6229,8,32,75,2023-04-12,11:56:00,1,318.74,318.74,Insurance,Child
6230,10,1,84,2023-11-26,14:12:00,2,160.31,320.62,Insurance,Child
6231,5,1,83,2024-11-28,18:58:00,1,111.25,111.25,Insurance,Child
6232,10,47,75,2024-11-03,21:34:00,2,318.74,637.48,Cash,Child
6233,2,39,9,2024-08-02,13:52:00,3,145.51,436.53,Insurance,Adult
6234,10,16,110,2023-11-30,11:44:00,1,89.96,89.96,Card,Adult
6235,9,29,121,2023-09-15,19:20:00,3,313.23,939.69,Cash,Senior
6236,7,12,149,2023-01-15,15:20:00,1,315.17,315.17,Card,Child
6237,2,34,120,2023-01-14,17:01:00,1,195.5,195.5,Insurance,Senior
6238,4,30,68,2023-01-14,09:21:00,1,334.29,334.29,Insurance,Child
6239,3,47,167,2024-07-13,20:30:00,3,158.36,475.08,Insurance,Senior
6240,8,5,73,2023-06-08,12:00:00,2,279.3,558.6,Cash,Senior
